,name,online_order,book_table,rate,dish_liked,approx_cost(for two people)
45491,Bowlful,0,No,3.6outof5,,500
45492,Frozen Bite,0,No,,,250
45493,Cravisthan,0,No,NEW,,500
45494,NutriFit,0,No,,,200
45495,Cilantro,0,Yes,4.0outof5,"Biryani, Breakfast Buffet, Fish, Salads, Burgers, Caramel Pudding, Steak","1,500"
45496,Sunny's,0,No,NEW,,"2,100"
45497,Chinese Fire Dragon,0,No,3.4outof5,,550
45498,Bowl'd over Rice,0,No,NEW,,300
45499,Southease,0,No,3.5outof5,,400
45500,Vinny's,0,No,4.1outof5,"Pizza, Pasta, Mocktails, Tiramisu, Garlic Bread, Salsa, Raspberry Mojito",600
45501,Le Gateau - The Cake Shop,0,No,4.4outof5,"Cup Cake, Fruit Gateau, Sponge Cake, Mango Cake, Eggless Cake, Chocolate Truffle Cake, Cheesecake",600
45502,Sweet Truth,0,No,4.3outof5,"Cheesecake, Chocolate Decadence",500
45503,Anand Sweets and Savouries,0,No,4.0outof5,"Chaat, Rasmalai, Mysore Pak, Rasgulla, Dahipuri, Jalebi, Chole",400
45504,Kanti Sweets,0,No,4.1outof5,Kachori,400
45505,CakeBerries,0,No,3.7outof5,,200
45506,The Leela Cake Shop - The Leela Palace,0,No,3.9outof5,Macaroon,"1,200"
45507,Book My Cakes,0,No,3.3outof5,,300
45508,Baskin Robbins,0,No,3.7outof5,,250
45509,Brown Crust Cafe,0,No,3.2outof5,,300
45510,The Chocolate Heaven,0,No,3.8outof5,"Paneer Pizza, Sizzler Brownie, Hot Chocolate, Pancakes, Pasta, Coffee, Nutella Waffle",700
45511,The Cake Post,0,No,3.4outof5,,900
45512,4 Mangoes,0,No,3.7outof5,,200
45513,Just Bake,0,No,2.7outof5,,400
45514,Venus Bake Point,0,No,3.5outof5,,500
45515,The Cake Mart,0,No,3.7outof5,,600
45516,Cake Dilim,0,No,NEW,,500
45517,Juicy,0,No,3.8outof5,"Sandwiches, Chicken Sandwich, Faluda, Egg Sandwich, Salads, Fruit Salad",200
45518,Cafe Coffee Day,0,No,,,900
45519,Me And My Cake,0,No,,,500
45520,24 Hours Cake Delivery,0,No,3.3outof5,,700
45521,Daily Bread,0,No,3.2outof5,,600
45522,Bake a Smile,0,No,3.4outof5,,400
45523,Shawn's Bakehouse,0,No,,,100
45524,Homey Bake & Juice,0,No,NEW,,100
45525,Amma's Pastries,0,No,4.0outof5,"Truffle, Cheesecake",400
45526,Gooey & Fluffy,0,No,3.9outof5,Salted Caramel Brownie,200
45527,Tango Bango,0,No,3.5outof5,,500
45528,Laddoos,0,No,2.9outof5,"Paratha, Panipuri, Puri Sabzi, Rasgulla, Rasmalai, Pav Bhaji, Samosa Chaat",250
45529,Artinci Artisanal Ice Cream,0,No,,,300
45530,Nutty Squirrel,0,No,3.6outof5,,300
45531,Brea,0,No,3.4outof5,,300
45532,Cake N Cream,0,No,,,360
45533,Sweet Chariot,0,No,3.5outof5,,500
45534,Indira Sweets,0,No,,,100
45535,Waffle In The Box,0,No,,,300
45536,SKY FOG,0,No,3.1outof5,,300
45537,Amrutha Sweets,0,No,3.7outof5,,200
45538,Shanthi Sweets & Bakery,0,No,3.4outof5,,200
45539,Delicious Ice Cream Parlour,0,No,3.2outof5,,300
45540,Kanti's,0,No,3.1outof5,Thali,300
45541,Bhikaram Chandmal Bhujiawala,0,No,3.7outof5,"Chaat, Pav Bhaji, Panipuri, Samosa, Chole Bhature, Jalebi, Paratha",200
45542,Cafe Oleiva,0,No,3.4outof5,,500
45543,Chill Out,0,No,3.4outof5,,150
45544,The Pizza Bakery,0,Yes,4.8outof5,"Pizza, Garlic Bread, Beer, Tiramisu, Vanilla Ice Cream, Ravioli, Salads","1,200"
45545,Corner House Ice Cream,0,No,4.7outof5,"Hot Chocolate Fudge, Chocolate Mousse, Brownie Fudge Sundae, Almond Fudge, Banana Split, Ice Cream Sundae, Apple Pie",400
45546,Lavonne,0,No,4.4outof5,"Coffee, Burgers, Croissants, Cheesecake, Pasta, Sandwich, Spaghetti",800
45547,Smoor,0,No,4.6outof5,"Hot Chocolate, Chocolate Pastry, Cheesecake, Coffee, Chocolate Sundae, Chips, Mumbai Sandwich",900
45548,Lazy Suzy,0,Yes,4.3outof5,"Hot Chocolate, Pizza, Sandwiches, Pancakes, Mushroom Pasta, Pasta Salad, Sandwich","1,000"
45549,Natural Ice Cream,0,No,4.6outof5,"Mango Ice Cream, Coffee, Chocolate Icecreams, Tender Coconut Ice Cream, Kala Jamun, Kesar Pista, Malai Korma",200
45550,Chaipatty,0,No,3.0outof5,"Tea, Maggi, Omelette, Kullad Chai, Chicken Sausages, Momos, Masala Chai",
45551,Waffle Magic,0,No,4.2outof5,"Sandwiches, Blueberry Waffles, Fruit Pancake, Blueberry Pancakes, Belgian Waffles, Chocolate Chip Waffle, Banana Caramel",700
45552,XO Belgian Waffle,0,No,4.4outof5,"Chocolate Waffles, Hot Chocolate, Nutella Waffle, Vanilla Ice Cream, Thick Shakes, Kit Kat Shake, Banana Caramel",400
45553,GMT - Gelateria Montecatini Terme,0,No,4.4outof5,"Gelato Ice Cream, Chocolate Icecreams, Tiramisu, Coffee, Italian Icecream, Caramel Ice Cream, Waffle Cone",300
45554,Keventers,0,No,4.0outof5,"Thick Shakes, Choco Chip Shake, Choco Hazelnut, Chocolate Hazelnut Shake, Oreo Shake, Kit Kat Shake, Butterscotch Shake",400
45555,Mama Mia!,0,No,4.3outof5,"Gelato, Strawberry Sundae, Hot Chocolate, Brownie, Wedges, Peri Peri Fries, Thick Shakes",400
45556,Gobble Up Churros Cafe,0,No,4.3outof5,"Churros, Empanadas, Hot Chocolate, Chocolate Banana, Salad, Chocolate Shake, Patata Bravas",400
45557,Bite Me Cupcakes,0,No,4.2outof5,"Cup Cake, Gooey Chocolate Cupcake, Tiramisu, Choco Cake",300
45558,Brownie Heaven,0,No,4.3outof5,"Mocha Fudge, Red Velvet Brownie, Salted Caramel, Brownie Chocolate",300
45559,Chantilly,0,No,4.1outof5,"Sandwiches, Cheesecake, Tiramisu, Blueberry Cake, Hot Chocolate, Red Velvet Cake, Brownie",450
45560,Django,0,Yes,4.0outof5,"Burgers, Coffee, Peri Peri Chicken Wings, Beef Burger, Veggie Pizza, Mango Salad, Chicken Burger",800
45561,eat.fit,0,Yes,3.9outof5,,300
45562,Tuffreys,0,No,3.6outof5,,250
45563,The Waffles Hut,0,No,4.0outof5,"Belgian Waffles, Belgium Chocolate",400
45564,Warm Oven,0,No,4.3outof5,"Chocolate Truffle Cake, Eggless Cake, Cup Cake, Chocolate Dreamcake, Photo Cake, Fruit Cake, Litchi Cake",500
45565,Namdhari's Salad Bar,0,No,3.9outof5,"Salads, Pasta, Sandwiches, Momos, Hakka Noodles, Veg Salad, Russian Salad",400
45566,The Rolling Pin,0,No,4.1outof5,"Hot Chocolate, Coffee, Cappuccino, Croissant, Cheesecake, Carrot Cake, Sourdough Bread",400
45567,The Ganache Factory,0,No,4.1outof5,"Cheesecake, Key Lime Pie",400
45568,Salt Mango Tree,0,Yes,4.2outof5,"Appam, Kerala Parotta, Buttermilk, Biryani, Chicken Fry, Fish Curry, Beef Fry",800
45569,Grubhouse,0,No,4.1outof5,"Burgers, Pasta, Caramel Custard, Carbonara, Crispy Corn, Mutton Curry, Lemonade",800
45570,Eddy's Cafe,0,No,4.1outof5,"Dark Chocolate Shake, Cappuccino, Pancakes, Hot Chocolate, Wedges, Waffles, Garlic Bread",750
45571,Cream Stone,0,No,4.2outof5,"Chocolate Icecreams, Coffee Craze, Chocolava, Ferrero Rocher, Waffles, Nutella Brownie, Tiramisu",300
45572,Lahe Lahe Santhe,0,No,3.8outof5,,300
45573,Roll Over,0,No,4.2outof5,"Rolls, Ice Cream Roll, Brownie, Hot Chocolate, Peri Peri Fries, Irish Coffee, Mississippi Mudpie",500
45574,Krispy Kreme,0,No,4.1outof5,"Donut, Filter Coffee, Cookie Crunch, Custard, Hot Chocolate, Hot Coffee, Latte",300
45575,Lakeview Milkbar,0,No,2.9outof5,"Sandwiches, Brownie, Chicken Sandwich, Pizza, Hot Chocolate, Chocolate Sundae, Icecream Cake",600
45576,Madhu Iyengars Bakery,0,No,3.6outof5,,400
45577,Ice Creamist,0,No,NEW,,300
45578,The Belgian Waffle Co.,0,No,4.0outof5,"Waffles, Pancakes",350
45579,Shree Mithai,0,No,3.5outof5,,
45580,Premium Bombay Kulfi,0,No,3.5outof5,,100
45581,The French Loaf,0,No,3.5outof5,"Cup Cake, Almond Pie, Chicken Delight, Apple Pie, Chicken Quiche",400
45582,All Shook Up!,0,No,3.9outof5,"Sandwiches, Mint Oreo Shake, Faluda, Brownie Shake, Cheese Sandwich, Ice-cream Shake, Chicken Sandwich",300
45583,Bombay Kulfi,0,No,3.7outof5,,
45584,Under The Tree,0,No,3.0outof5,Sandwich,200
45585,Troll,0,No,3.8outof5,"Ice Cream Roll, Oreo Ice Cream, Rolls, Chocolate Peanut Butter, Nutella Cookie",300
45586,Chai Cafe,0,No,3.9outof5,"Kadak Chai, Cutting Chai, Ginger Tea, Vada Pav, Samosa Bun",200
45587,La Madeleine Patisserie,0,No,3.9outof5,"Cup Cake, Cheesecake, Belgian Chocolate Cake, Chocolate Raspberry Cake, Blueberry Cheese Cake",200
45588,Wats Ur Scoop?,0,No,4.0outof5,,300
45589,Just Kulfi,0,No,3.5outof5,,400
45590,Tempteys,0,No,4.1outof5,"Gelato, Thick Shakes, Corn Flakes, Raspberry Shake, Brownie, Oreo Shake",300
45591,Nandhana Mithai,0,No,,,500
45592,Breadworks,0,No,2.9outof5,"Sandwich, Coffee, Sandwiches, Brownie, Pizza",500
45593,New Udupi Fresh Juice Centre,0,No,3.4outof5,,200
45594,New Shanthi Sagar,0,No,2.8outof5,"Coffee, Vada, Rava Masala Dosa, Faluda, Rice, Idli",450
45595,Stand View Cake N Snack,0,No,,,300
45596,Oven Fresh,0,No,,,600
45597,Omm Sweets & Snacks,0,No,,,100
45598,KrumbKraft,0,No,3.5outof5,,300
45599,Melting Spot,0,No,4.0outof5,"Sandwiches, Pav Bhaji, Ice Cream Roll, Sev Puri, Vada Pav, Sandwich, Dabeli",600
45600,Neffy's - Cakes & More,0,No,3.5outof5,,300
45601,Choco Allure,0,No,3.4outof5,,300
45602,Fudgy Love Designer Cakes,0,No,3.7outof5,,600
45603,Cafe Velvette,0,No,3.5outof5,,400
45604,Sweet Mansion,0,No,,,200
45605,Cake Inc.,0,No,,,450
45606,Cream and Bakes,0,No,3.5outof5,,100
45607,Bombay Kulfis,0,No,3.3outof5,,200
45608,Taantraa - Organic Handbaking,0,No,3.7outof5,,350
45609,Big Pitcher,0,Yes,4.6outof5,"Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food","1,800"
45610,Citrus - The Leela Palace,0,Yes,4.2outof5,"Salad, Macaroon, Steak, Rasgulla, Pizza, Salads, Waffles","3,500"
45611,Jamavar - The Leela Palace,0,Yes,4.2outof5,"Chicken Chettinad, Vegetable Stew, Lobster, Kulfi, Chicken Curry, Butter Naan, Papdi Chaat","4,000"
45612,Zaitoon,0,Yes,4.3outof5,"Vegetable Biryani, Barbeque Chicken, Pepper Bbq Chicken, Shawarma, Paneer Tikka, Tomato Soup, Dragon Chicken","1,000"
45613,CloudNYN - Sterling Mac Hotel,0,No,4.0outof5,"Pizza, Cocktails, Cheese Balls","1,000"
45614,Limelight - Royal Orchid Hotel,0,Yes,3.9outof5,"Sea Food, Pizza, Biryani, Coffee, Fish, Chaat, Pasta","2,200"
45615,20 Char - Sterlings MAC Hotel,0,Yes,4.0outof5,"Rasmalai, Pizza, Fish, Gulab Jamun, Mutton Curry, Salads, Virgin Mojito","1,400"
45616,Tiger Trail - Royal Orchid Hotel,0,Yes,4.1outof5,"Dahi Kebab, Nalli Nihari, Lamb, Rich Chicken Broth, Tashkent Naan, Paneer Tikka, Aam Panna","2,000"
45617,Hyderabad Biryaani House,0,No,3.9outof5,"Hyderabadi Biryani, Mutton Biryani, Tandoori Chicken, Vegetable Biryani, Chicken Boneless Biryani, Lime Soda, Chicken Dum Biryani",700
45618,Le Cirque Signature - The Leela Palace,0,Yes,4.3outof5,"Wine, Asparagus Soup, Creme Brulee, Pasta, Ravioli, Tiramisu, Lobster Bisque","6,000"
45619,Zen - The Leela Palace,0,Yes,4.2outof5,"Wine, Dumplings, Set Menu, Chicken Dim Sum, Tom Kha Soup, Prawn Crackers, Fish","3,500"
45620,XU,0,Yes,3.9outof5,"Cocktails, Biryani, Pizza, Veg Sushi Platter, Salads, Cheesecake, Lamb Chops","2,400"
45621,Hello Resto-Pub,0,Yes,4.1outof5,"Burgers, Beef Steak, Cocktails, Chips, Chicken Soup, Onion Rings, Chicken Wings",900
45622,Shebestan - Sterlings MAC Hotel,0,Yes,4.2outof5,"Salads, Tabbouleh, Mutton Curry, Falafel, Pasta, Kheer, Lunch Buffet","1,500"
45623,Nizam's Biryani House,0,No,NEW,,700
45624,Rahhams,0,No,2.8outof5,"Mutton Biryani, Pahari Chicken, Chicken Biryani, Mutton Chops, Mutton Roganjosh, Shawarma, Raita",700
45625,Odia Dine,0,No,3.8outof5,,400
45626,Suchithra Biryani House,0,No,3.7outof5,"Hyderabadi Biryani, Chicken Biryani, Prawn Biryani, Mutton Biryani, Ghee Roast Biryani, Chicken Guntur",450
45627,Shanmukha,0,No,3.8outof5,"Fish, Chicken Curry, Paneer Biryani, Basmati Rice, Baby Corn Masala",800
45628,Sri Udupi Park,0,No,3.7outof5,"Masala Dosa, Filter Coffee, Tea, Kadhai Paneer, Chaat, Panneer Butter Masala, Vada",300
45629,Budget Food,0,Yes,3.5outof5,,700
45630,New Udupi Garden,0,No,3.6outof5,,300
45631,One Chu Restaurant,0,No,3.9outof5,"Noodles, Momos, Sweet Corn Soup, Egg Fried Rice, Manchurian, Chowmein",600
45632,Brown Crust Cafe,0,No,3.2outof5,,300
45633,Status,0,No,3.6outof5,"Filter Coffee, Crab Soup, Fish, Fried Rice",550
45634,Gurukrupa Paratha House,0,No,3.9outof5,"Paratha, Tikka, Rajma, Sweet Lassi, Murgh Patiala, Paneer Lababdar, Dal Makhani",400
45635,Kolkata Famous Kati Rolls,0,No,3.4outof5,,150
45636,Pizza Hut,0,No,3.7outof5,"Pasta, Pepperoni, Supreme Pizza, Garlic Bread Stick, Masala Lemonade",750
45637,Oyster Bay,0,No,3.2outof5,,550
45638,Ginseng - Royal Orchid Hotel,0,Yes,3.9outof5,"Fish Chilli, Tea, Lamb, Thai Wok Chicken","1,900"
45639,Library Bar - The Leela Palace,0,No,3.9outof5,Decor,"3,000"
45640,WAT Bar - Sterlings MAC Hotel,0,No,3.8outof5,,"1,800"
45641,Java,0,No,3.7outof5,,700
45642,Simhapuri Mess,0,No,3.8outof5,,300
45643,Breezes - Hotel Pigeon International,0,No,3.5outof5,,900
45644,Palki Restaurant,0,No,2.8outof5,"Murgh Ghee Roast, Biryani, Dal Fry, Fried Rice",500
45645,Chit Chat Cafe,0,No,NEW,,150
45646,Sri Udupi,0,No,-,,400
45647,Frozen Bite,0,No,-,,250
45648,The Spice Box,0,No,3.6outof5,,800
45649,J's Pastas and Pizzas,0,No,4.0outof5,"Pasta, Garlic Bread, Pizza, Burgers, Salad, Chicken Burger, Baked Chicken",300
45650,Om Shakti Hotel,0,No,,,200
45651,Cafe Coffee Day,0,No,2.8outof5,,900
45652,Chatora Singh,0,No,3.9outof5,"Chaat, Panipuri, Rajma Chawal, Dahi Bhalle, Dhokla, Thepla",200
45653,KFC,0,No,3.9outof5,"Burgers, Ginger Chicken, Hot Wings, Veg Burger, French Fries, Rice Bowl",400
45654,Chef's Cap Chinese Cuisine Restaurant,0,No,3.9outof5,,400
45655,Ramji Chaiwale,0,No,3.9outof5,"Sandwiches, Maggi, Ginger Chai, Samosa, Ginger Tea, Kesar Chai, Masala Chai",250
45656,Hotel Salala,0,No,3.8outof5,Biryani,400
45657,Bhookha Sher,0,No,3.2outof5,Coffee,350
45658,The Punjabi Bites,0,No,3.9outof5,"Thali, Chole Bhature, Lassi, Gulab Jamun, Salad",150
45659,Sri Udupi Park,0,No,4.0outof5,"Filter Coffee, Rava Dosa, Panneer Butter Masala, Tea, Masala Dosa, Idli, Thali",300
45660,Amar Kolkata,0,No,3.2outof5,,300
45661,Domino's Pizza,0,No,2.8outof5,"Garlic Bread, Burst Pizza",400
45662,Ambur Hot Dum Biryani,0,No,3.1outof5,,200
45663,New Punjabi Hotel,0,No,3.2outof5,"Rajma, Tandoori Roti, Sweet Lassi, Tandoori Chicken, Naan, Dal Makhani, Veg Thali",400
45664,Grand Hotel,0,No,3.6outof5,,500
45665,Shankar's Kitchen,0,No,,,120
45666,The Chocolate Heaven,0,No,3.8outof5,"Paneer Pizza, Sizzler Brownie, Hot Chocolate, Pancakes, Pasta, Coffee, Nutella Waffle",700
45667,Madurai Idly Shop,0,No,3.4outof5,,200
45668,New Royal Paris Restaurant,0,No,3.4outof5,,300
45669,McDonald's,0,No,3.0outof5,French Fries,500
45670,Faasos,0,No,3.9outof5,"Chicken Wrap, Veggie Wrap, Paratha, Chicken Meatballs",500
45671,Mummy's Kitchen,0,No,3.7outof5,,300
45672,Zawaa Foods,0,No,3.5outof5,"Biryani, Thali",400
45673,Crispy Fried Chicken,0,No,3.4outof5,,150
45674,Andhra Ruchulu,0,No,4.0outof5,Biryani,400
45675,L'inoui - The Leela Palace,0,No,3.5outof5,,400
45676,MR Mess,0,No,,,300
45677,Nukkad Point,0,No,,,150
45678,Nandini Andhra Style Mess,0,No,3.4outof5,,350
45679,Bismillah Ambur Biryani,0,No,,,150
45680,Tawakkal Mubarak Hotel,0,No,,,350
45681,Indira Canteen,0,No,,,300
45682,Rolls & Biryani,0,No,,,250
45683,Peter's Food Junction,0,No,,,250
45684,Kisna Cafe,0,No,3.6outof5,,300
45685,Meat And Eat (ME),0,No,3.6outof5,Burgers,500
45686,Shree Durga,0,No,3.2outof5,,500
45687,Mac Fast Food,0,No,2.8outof5,Burgers,400
45688,Amrutha Foods,0,No,,,300
45689,Nandanavanam,0,No,3.3outof5,,300
45690,Sathkar Refershments,0,No,,,500
45691,RJ Food Plaza,0,No,3.1outof5,,200
45692,Daily Bread,0,No,3.0outof5,,600
45693,Kolkatta Famous Kati Rolls,0,No,3.2outof5,,200
45694,AMBUR HOT DUM BIRYANI,0,No,,,300
45695,Hotel Raravees,0,No,NEW,,400
45696,Desi Bytes,0,No,3.1outof5,"Biryani, Murgh Lababdar, Thali",450
45697,Royal Kitchen,0,No,3.4outof5,,
45698,Srinidhi Sagar,0,No,3.9outof5,"Masala Dosa, Rava Dosa, Rava Idli, Filter Coffee, Vada, Kesari Bath, Veg Sandwich",250
45699,Burger Bite House,0,No,3.1outof5,,500
45700,Ambur Biriyani,0,No,3.2outof5,,200
45701,Nagli Veg & Non Veg,0,No,NEW,,150
45702,CraveBelly Veg & Non veg,0,No,NEW,,150
45703,Plantain Leaf,0,No,3.9outof5,"Chicken Boneless Biryani, Chicken Guntur, Tandoori Chicken, Crispy Chicken, Panner Tikka, Hyderabadi Biryani, Naan",600
45704,Rannaghar,0,No,3.9outof5,"Salt Lassi, Kosha Mangsho, Luchi, Sweet Corn Veg Soup",600
45705,Beijing Bites,0,No,3.2outof5,"Noodles, Chicken Noodle, Momos, Manchow Soup, Manchurian, Garlic Butter Noodle, Golden Fried Prawns",850
45706,Bekal,0,No,4.0outof5,"Prawn Ghee Roast, Fish, Beef Fry, Neer Dosa, Appam, Chicken Stew, Sol Kadhi",700
45707,The Biryanis,0,No,3.8outof5,"Chicken Biryani, Hyderabadi Biryani, Vegetable Biryani, Chicken Majestic, Mutton Biryani, Mirch Ka Saalan, Butter Chicken",500
45708,Mani's Dum Biryani,0,No,4.0outof5,"Raita, Vegetable Biryani, Mutton Biryani, Chicken Kebab Biryani, Paneer Biryani, Chicken Biryani Combo, Lemon Chicken",750
45709,Talk Over Table,0,No,4.0outof5,"Coffee, Wedges, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Pancakes, Chicken Steak",500
45710,Mood For Food,0,No,4.0outof5,"Tandoori Chicken, Paneer Tikka, Chicken Biryani, Paratha, Butter Chicken",800
45711,Delicacy,0,No,3.9outof5,"Noodles, Momos, Fish, Paneer Satay, Sweet Corn Soup, Basil Chicken, Lime Soda",500
45712,Green Pepper,0,No,3.9outof5,"Appam, Chicken Stew, Chicken Curry, Sea Food, Kerala Parotta, Fish Curry, Paratha",600
45713,Chaai Resto,0,No,NEW,,200
45714,Coast,0,No,3.2outof5,Neer Dosa,750
45715,Red Chilliez,0,No,3.5outof5,"Neer Dosa, Butter Naan, Chicken Curry, Butter Chicken, Panneer Butter Masala, Dal Tadka, Biryani",650
45716,Donne Biriyani Mane,0,No,3.8outof5,,400
45717,Jaishree Pavilion,0,No,3.7outof5,,700
45718,Sree Spicy Hub,0,No,3.9outof5,"Chicken Biryani, Dum Biryani, Hyderabadi Style Biryani, Chicken Kebab",600
45719,Bengaluru House,0,No,3.7outof5,"Biryani, Mutton Fry, Buttermilk",500
45720,Swaadpurna,0,No,3.6outof5,,450
45721,Malabar,0,No,3.0outof5,"Malabar Fish Curry, Appam, Sea Food, Idiyappam, Fish Fry, Thali, Ghee Rice",400
45722,Fazzito Kitchen,0,No,3.8outof5,"Tandoori Chaap, Rice, Tandoori Chicken, Tandoori Platter",700
45723,Sri Ganesh Fruit Juice Centre,0,No,3.5outof5,,100
45724,Savoury Express,0,No,3.6outof5,,800
45725,HomeDeli Kitchen,0,No,3.0outof5,"Neer Dosa, Sea Food, Chicken Sukha, Murgh Ghee Roast, Sweet Corn Soup, Mutton Paya Soup, Fish",600
45726,Night Booze,0,No,3.2outof5,,600
45727,Sandras Bar & Restaurant,0,No,3.3outof5,,600
45728,Kaayal,0,No,3.2outof5,"Appam, Fish Curry, Buttermilk, Chicken Stew, Kadala Curry, Kerala Parotta, Roast Beef",500
45729,Sree Abhiruchi,0,No,3.4outof5,,400
45730,Serenitea4u,0,No,3.4outof5,,100
45731,Haveli,0,No,3.6outof5,,300
45732,Ambur Hot Dum Biriyani,0,No,3.1outof5,,200
45733,Rahaman's Mess,0,No,,,200
45734,Aahar Cafe,0,No,,,300
45735,Nawabi Kitchen,0,No,,,600
45736,9th Cross Cafe,0,No,3.6outof5,,550
45737,Crunch Pizzas,0,No,2.8outof5,"Margarita, Cheesy Pizza",600
45738,Chakh Le Foods,0,Yes,3.4outof5,"Fish, Aloo Posto",500
45739,Aathurar,0,No,3.3outof5,"Sea Food, Jumbo Vanjiram, Chicken Biryani, Mutton Biryani, Naan, Paratha, Chicken Chettinad",600
45740,Kerala Vibes,0,No,3.6outof5,Roast Beef,500
45741,Leon Grill,0,No,4.2outof5,"Burgers, Peri Peri Chicken, Fries, Jumbo Royale Burger, Falafel Roll, Shawarma, Chicken Jumbo Burger",500
45742,Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,0,No,4.4outof5,"Sandwiches, Sandwich, French Fries, Creme Caramel, Onion Rings, Potato Fries",800
45743,Chandni Chowk 2 Bangalore,0,No,4.2outof5,"Lassi, Soya Chaap, Tandoori Chaap, Malai Chaap, Biryani, Laccha Paratha, Gulab Jamun",400
45744,Motis Kitchen,0,No,4.1outof5,"Biryani, Roast Beef, Chicken Curry, Tea, Pazham Pori, Fish Fry, Beef Fry",350
45745,Cafe Grill,0,No,4.1outof5,"Shawarma, Rolls, Chicken Grill, Kathi Roll, Chicken Biryani, Paneer Roll, Chicken Shawarama",300
45746,Samosa Party,0,No,4.1outof5,"Ginger Tea, Cheesy Samosa, Ginger Chai, Masala Tea, Indori Poha, Chocolate Samosa, Chicken Samosa",150
45747,Spicy Corner,0,No,3.9outof5,"Noodles, Paneer Manchurian, Chaat, Paratha, Paneer Fried Rice, Babycorn Manchurian",250
45748,Red Kitchen,0,No,3.4outof5,"Biryani, Chicken Kebab",200
45749,Snacks Joint,0,No,3.7outof5,"Samosa, Poha, Chaat, Ginger Tea, Chhole Bhature, Chole, Aloo Tikki",150
45750,Bharpur Aahar,0,No,3.9outof5,Biryani,200
45751,Taza Tawa,0,No,3.8outof5,"Chicken Grill, Chicken Shawarama, Shawarma, Tandoori Chicken, Rumali Roti, Rolls, Egg Biryani",550
45752,Laddoos,0,No,2.9outof5,"Paratha, Panipuri, Puri Sabzi, Rasgulla, Rasmalai, Pav Bhaji, Samosa Chaat",250
45753,Hotel Karavali,0,No,3.7outof5,"Sea Food, Fish, Tomato Masala, Murgh Ghee Roast, Neer Dosa, Ghee Roast Mutton, Mutton Sukha",450
45754,Johny's Kitchen,0,No,4.1outof5,"Chole, Veg Thali",300
45755,Goli Vada Pav No. 1,0,No,3.0outof5,,200
45756,Chai Resto,0,No,3.4outof5,,200
45757,Swaad,0,No,3.2outof5,,200
45758,Bob's Restaurant,0,No,4.0outof5,"Palak Chicken, Mutton Keema Masala, Sarson Ka Saag, Mushroom Masala, Makkai Roti, Dal Tadka, Palak Paneer",500
45759,Sagar Deluxe,0,No,3.4outof5,"Idli Vada, Masala Dosa, Filter Coffee, Curd Rice",350
45760,Khushi Kitchen,0,No,3.5outof5,,400
45761,Calcutta Victoria Chat House,0,No,3.6outof5,"Chaat, Pav Bhaji, Panipuri, Kheer, Jalebi, Tea, Dahipuri",150
45762,Nizaam's Kaati Rolls & Kebabs,0,No,3.7outof5,"Rolls, Paratha, Chicken Chaap, Kathi Roll, Chicken Egg Roll, Mutton Biryani",450
45763,Shri Krishna Bhavan,0,No,3.7outof5,"Pav Bhaji, Masala Dosa, Tea, Roti",350
45764,Rotti Mane,0,No,3.6outof5,,200
45765,Omleterian,0,No,,,200
45766,Delicious Treat,0,No,,,200
45767,No More Hungry,0,No,3.3outof5,"Thali, Lassi, Litti, Pav Bhaji, Chole Bhature, Aloo Paratha",450
45768,Brea,0,No,3.4outof5,,300
45769,Aysha Restaurant,0,No,,,200
45770,Desi Bites,0,No,,,200
45771,Mukati Kitchen,0,No,3.7outof5,"Cajun Potato, Pasta, Panneer Butter Masala, Sandwich, Kulcha, Raita, Dal Makhani",500
45772,Snack'Ups,0,No,3.5outof5,,250
45773,Refresh,0,No,,,150
45774,Hungry Darjeeling Chinese and Thai,0,No,NEW,,400
45775,SKY FOG,0,No,3.1outof5,,300
45776,Amrutha Sweets,0,No,3.7outof5,,200
45777,Mary Cafe,0,No,3.3outof5,,150
45778,Biryani Club,0,No,2.9outof5,Ambur Biryani,400
45779,Bhikaram Chandmal Bhujiawala,0,No,3.7outof5,"Chaat, Pav Bhaji, Panipuri, Samosa, Chole Bhature, Jalebi, Paratha",200
45780,Bangalore Grill House,0,No,3.2outof5,,300
45781,Srinidhi Hotel,0,No,,,140
45782,Bun Maska Chai,0,No,3.9outof5,"Poha, Bun Maskas, Ginger Chai, Sabudana Khichdi, Vada Pav, Paneer Akuri, Tea",250
45783,Ambur Hot Dum Biriyani & Kabab Center,0,No,,,200
45784,Home Touch Hotel,0,No,3.2outof5,,150
45785,Biryani Palace,0,No,3.2outof5,,200
45786,Krish Punjabi Kitchen,0,No,3.6outof5,,500
45787,Donne Biryani Angadi Mane,0,No,3.1outof5,,250
45788,Sri Lakshmi Darshini,0,No,3.4outof5,,150
45789,Banarasi Tadka,0,No,2.7outof5,,200
45790,Roti Shotti,0,No,3.8outof5,Dal Fry,400
45791,Thunder Fried Chicken,0,No,3.6outof5,"Chicken Grill, Rolls, Chicken Roll, Shawarma Roll, Rumali Roti, Paneer Roll, Tandoori Chicken",350
45792,The Spicy Kitchen,0,No,3.1outof5,,300
45793,ONS Food,0,No,NEW,,150
